-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,11,11,11,11,11,11,11, 0,13,13,13,13,13,13,-1
-1,11,11,11,11,11,11,11,-1,13,13,13,13,13,13,-1
-1,11,11,11,11,11,11,11,-1,13,13,13,13,13,13,-1
-1,11,11,11,11,11,11,11,-1,13,13,13,13,13,13,-1
-1,11,11,11,11,11,11,11,-1,13,13,13,13,13,13,-1
-1,11,11,11,11,11,11,11,-1,13,13,13,13,13,13,-1
-1,11,11,11,11,11,11,11,-1,13,13,13,13,13,13,-1
-1,11,11,11,11,11,11,11,-1,13,13,13,13,13,13,-1
-1,11,11,11,11,11,11,11,-1,13,13,13,13,13,13,-1
-1,11,11,11,11,11,11,11, 0,13,13,13,13,13,13,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
